lsoa_code,Index of Multiple Deprivation (IMD) Score,Income Score (rate),Employment Score (rate),"Education, Skills and Training Score",Health Deprivation and Disability Score,Barriers to Housing and Services Score,Living Environment Score,crime_count,population,crime_rate,log_crime_rate,latitude,longitude
E01000687,6.541,0.064,0.042,4.928,-1.022,17.999,17.435,316,1507.0,209.69,5.350387858839039,51.35290311392405,0.09131691455696203
E01000688,2.568,0.028,0.024,2.222,-1.452,15.104,8.404,119,1365.0,87.18,4.479380179929792,51.35340604201681,0.10420719327731093
E01000689,21.75,0.144,0.103,15.501,0.044,33.96,15.039,171,1596.0,107.14,4.683426683953859,51.42671524561404,0.07443798830409357
E01000690,7.176,0.042,0.035,4.034,-1.367,20.212,13.506,304,1418.0,214.39,5.372450338389264,51.42299967763158,0.06967849013157895
E01000691,13.121,0.114,0.073,11.407,-0.679,21.036,16.098,316,1487.0,212.51,5.36368366997929,51.422778727848105,0.06148266455696203
E01000692,6.716,0.051,0.031,4.654,-1.168,17.803,22.467,430,1613.0,266.58,5.589418587045473,51.41948287209303,0.06769877674418605
E01000693,11.702,0.044,0.044,4.516,-1.153,37.659,21.794,485,1466.0,330.83,5.804622789582273,51.413724463917525,0.08254736701030926
E01000694,7.762,0.057,0.048,3.536,-1.534,26.788,12.181,246,2277.0,108.04,4.691714787388277,51.419196101626014,0.05028152439024391
E01000695,7.554,0.044,0.037,2.897,-1.806,25.709,18.309,154,1501.0,102.6,4.640537329825382,51.41798031818182,0.05932266883116883
E01000696,7.31,0.024,0.026,0.792,-1.647,27.035,14.813,338,1635.0,206.73,5.336239159546593,51.411463994082844,0.0714638047337278
E01000697,3.492,0.022,0.016,0.544,-1.64,24.506,12.336,225,1795.0,125.35,4.839055833834204,51.408788164444445,0.05855031555555556
E01000698,14.009,0.034,0.038,5.447,-1.303,40.967,10.607,201,1198.0,167.78,5.12859609172982,51.39857950746269,0.09198642288557213
E01000699,20.128,0.14,0.09,17.843,-0.219,25.725,28.272,368,1454.0,253.09,5.537688534966898,51.40613661413044,-0.05899615760869565
E01000700,13.73,0.093,0.079,7.351,-0.666,24.585,26.312,196,1509.0,129.89,4.874357275803628,51.40642827040816,-0.04563094387755102
E01000701,12.788,0.1,0.067,6.041,-0.749,23.007,29.878,91,1447.0,62.89,4.157162854614252,51.40796321978022,-0.05044527472527472
E01000702,10.113,0.054,0.046,3.842,-0.765,24.565,33.925,79,1446.0,54.63,4.018722624087202,51.408973025316456,-0.04542059493670886
E01000703,10.469,0.058,0.046,1.038,-1.123,23.123,37.905,370,1772.0,208.8,5.346154695962197,51.407954964864864,-0.039413562162162165
E01000704,10.323,0.067,0.052,7.533,-1.049,20.616,26.735,261,1487.0,175.52,5.173434184401347,51.403469747126444,-0.05812350191570881
E01000705,16.348,0.103,0.085,4.872,-0.904,28.845,31.404,228,1359.0,167.77,5.128536841248393,51.40420361842105,-0.06527156140350877
E01000706,16.599,0.106,0.079,10.429,-0.665,30.076,27.252,335,1417.0,236.41,5.469788604287577,51.402107865671645,-0.05046431641791045
E01000707,3.318,0.024,0.028,1.97,-1.831,9.861,22.939,213,1492.0,142.76,4.968145242475304,51.40369888262911,-0.038622910798122065
E01000708,7.865,0.049,0.047,4.864,-0.903,20.706,22.097,257,1604.0,160.22,5.082769891855455,51.400158521400776,-0.043332622568093386
E01000709,16.171,0.105,0.08,9.424,-0.101,31.908,18.199,275,1400.0,196.43,5.285384091136137,51.40948217818182,-0.034176494545454544
E01000710,10.333,0.066,0.035,3.489,-1.316,31.06,16.767,504,2412.0,208.96,5.346917036384099,51.41758774206349,-0.027790882936507937
E01000711,11.785,0.073,0.043,8.969,-1.444,33.96,15.273,350,1849.0,189.29,5.248549224313916,51.41297213714286,-0.028889034285714286
E01000712,7.002,0.04,0.03,3.032,-1.883,26.89,13.06,324,1790.0,181.01,5.204061630622316,51.41227574382716,-0.020182262345679013
E01000713,8.117,0.043,0.04,3.183,-1.301,31.677,14.207,291,1891.0,153.89,5.042715187559668,51.41141611340206,-0.011035333333333333
E01000714,9.987,0.064,0.043,7.873,-1.493,24.076,21.135,2095,2171.0,964.99,6.873153482192063,51.40797466443914,-0.02715727494033413
E01000715,6.57,0.041,0.038,1.911,-0.974,21.095,19.004,286,1738.0,164.56,5.109333666880532,51.407620625874124,-0.016641111888111886
E01000716,7.53,0.066,0.046,1.618,-0.924,24.673,12.843,201,1611.0,124.77,4.834454842059064,51.40586818905473,-0.010184756218905473
E01000717,8.436,0.06,0.042,2.838,-1.554,31.176,18.385,202,1643.0,122.95,4.819878258481199,51.404665608910896,-0.00376369801980198
E01000718,27.328,0.175,0.112,16.831,-0.622,45.21,34.553,567,2072.0,273.65,5.615497559788629,51.42012263844797,-0.02419688888888889
E01000719,25.428,0.171,0.1,22.042,0.136,30.158,21.126,1759,2139.0,822.35,6.713381383664008,51.39503932518477,0.11451625753268903
E01000720,43.281,0.282,0.159,38.949,0.131,48.836,23.439,595,1727.0,344.53,5.845079470118333,51.39608150084034,0.12843652268907563
E01000721,43.217,0.301,0.185,41.198,0.563,31.599,17.088,709,1595.0,444.51,6.099219693348054,51.39289391537376,0.11905638363892808
E01000722,23.575,0.156,0.103,26.349,-0.098,20.289,24.443,742,1897.0,391.14,5.971618918887276,51.38969750943396,0.108459525606469
E01000723,13.714,0.068,0.069,20.572,-0.759,29.35,11.657,120,1221.0,98.28,4.5979441408963515,51.37996821666666,0.12250108333333333
E01000724,36.128,0.231,0.149,37.704,0.384,36.32,12.903,505,1710.0,295.32,5.691439951457815,51.38963425940594,0.11741043168316832
E01000725,27.914,0.191,0.115,23.314,0.045,30.825,26.554,527,1761.0,299.26,5.7046487659841585,51.385727347248576,0.11125996963946869
E01000726,16.178,0.089,0.077,12.719,-0.746,20.199,16.807,262,1279.0,204.85,5.327147748215913,51.383233965648856,0.11597106488549619
E01000727,14.486,0.096,0.067,12.719,-0.745,26.851,22.961,848,1670.0,507.78,6.232015703077225,51.38249892216981,0.10503601886792453
E01000728,21.443,0.126,0.1,23.681,-0.541,28.573,15.388,749,1637.0,457.54,6.128047528894516,51.40252353004006,0.12146655674232311
E01000729,40.937,0.276,0.192,37.926,0.55,30.032,15.74,766,1854.0,413.16,6.026252372593646,51.40519471148825,0.1064964046997389
E01000730,41.8,0.287,0.189,36.726,0.435,39.288,14.675,647,1852.0,349.35,5.858932654816543,51.3962928114374,0.10699599536321484
E01000731,29.743,0.185,0.12,30.094,-0.259,40.926,18.48,322,1406.0,229.02,5.438166261664436,51.39631905900621,0.09901843788819875
E01000732,14.361,0.104,0.078,11.339,-0.742,27.23,13.971,142,1490.0,95.3,4.56746831880408,51.390985042253526,0.09359251408450704
E01000733,19.956,0.146,0.093,18.12,-0.598,23.401,22.537,380,1620.0,234.57,5.462008109204515,51.39198618421053,0.10065671842105263
E01000734,11.971,0.082,0.061,11.502,-0.915,29.127,16.353,161,1413.0,113.94,4.744410253079596,51.38726054037267,0.09740899378881987
E01000735,30.057,0.181,0.126,39.513,0.002,31.314,23.511,490,1566.0,312.9,5.749074463847908,51.41126846734694,0.10785642653061224
E01000736,21.883,0.151,0.107,25.394,-0.487,29.127,16.629,360,1685.0,213.65,5.369008794670569,51.40627774722222,0.0946778888888889
E01000737,32.209,0.221,0.145,23.693,0.146,32.71,19.052,726,1389.0,522.68,6.26088081075287,51.40396386639119,0.10031462534435262
E01000738,20.161,0.117,0.089,18.316,-0.324,24.607,20.281,682,1702.0,400.71,5.995730435255033,51.40325746480938,0.11187084457478007
E01000739,42.448,0.283,0.184,43.511,0.238,31.223,16.047,689,1709.0,403.16,6.001810839162126,51.400592753265606,0.10627973875181423
E01000741,24.882,0.151,0.106,11.966,0.225,37.051,26.0,380,1788.0,212.53,5.363777338019823,51.41554378684211,-0.07390293684210526
E01000742,23.251,0.16,0.092,8.838,-0.561,39.099,30.759,630,2120.0,297.17,5.697663793648024,51.416310436507935,-0.06485472222222222
E01000743,34.812,0.223,0.171,20.59,0.455,34.118,22.414,1146,1810.0,633.15,6.452285519513438,51.41173862739965,-0.06642374781849912
E01000744,41.713,0.301,0.196,29.492,0.584,38.555,16.883,876,1553.0,564.07,6.336949617277547,51.406598265981735,-0.06669810616438357
E01000745,19.473,0.126,0.078,5.509,-0.541,39.568,19.876,467,1875.0,249.07,5.521740878669562,51.42423566809422,-0.06530492291220558
E01000746,17.48,0.115,0.066,10.56,-0.735,32.942,25.356,506,2011.0,251.62,5.531886383345829,51.41815634387352,-0.07830766600790515
E01000747,20.247,0.09,0.063,17.091,-0.819,54.288,21.382,534,2025.0,263.7,5.578597109233056,51.333546661048686,0.025123880149812736
E01000748,12.664,0.037,0.037,12.772,-1.401,45.766,22.504,333,1637.0,203.42,5.32017670090093,51.31000874174174,0.052194513513513514
E01000749,11.329,0.05,0.04,8.842,-1.224,42.721,10.532,211,1599.0,131.96,4.890048331107138,51.34302103791469,0.0676418056872038
E01000750,30.702,0.201,0.167,29.238,-0.234,45.523,8.361,337,1473.0,228.78,5.437122329425219,51.36256262314541,0.06886589317507419
E01000751,6.681,0.042,0.036,8.205,-0.945,24.783,8.338,910,2301.0,395.48,5.9826255984407775,51.3655174021978,0.05919191208791209
E01000752,8.395,0.058,0.05,7.71,-0.948,19.2,15.821,348,1755.0,198.29,5.29476105034526,51.36024646264368,0.07545141379310345
E01000753,6.135,0.022,0.032,4.969,-1.559,34.805,9.678,199,1912.0,104.08,4.654721964817339,51.37175848241206,0.06833748241206031
E01000754,7.427,0.047,0.033,5.669,-0.892,31.041,13.082,315,1771.0,177.87,5.186659285005154,51.37640011111111,0.08355398412698413
E01000755,5.078,0.03,0.027,2.927,-1.067,29.191,9.427,105,1659.0,63.29,4.163404098153595,51.375790695238095,0.07793967619047619
E01000756,4.925,0.034,0.025,3.93,-1.5,20.226,15.362,656,1704.0,384.98,5.955785554650964,51.367915528963415,0.05693339481707317
E01000757,4.451,0.015,0.019,3.375,-1.667,29.444,10.908,115,1576.0,72.97,4.303659605599776,51.36921691304348,0.07636078260869565
E01000758,3.339,0.02,0.022,1.591,-1.472,22.708,11.072,146,1452.0,100.55,4.620551288026394,51.3702548630137,0.08590887671232876
E01000759,7.816,0.025,0.042,7.632,-1.345,30.886,13.902,307,1641.0,187.08,5.236867404231814,51.36439604885993,0.011665123778501629
E01000760,9.071,0.042,0.033,8.165,-1.025,34.33,21.405,352,1704.0,206.57,5.335468632178829,51.368371036931826,2.3494318181817495e-06
E01000761,7.262,0.028,0.032,8.342,-1.367,28.364,14.774,150,1582.0,94.82,4.562471431454976,51.36552840666666,0.004354426666666666
E01000762,6.964,0.055,0.039,3.552,-1.009,28.715,12.109,217,1762.0,123.16,4.821571056434909,51.39025460829493,0.012794880184331796
E01000763,5.404,0.022,0.021,7.982,-1.377,24.046,14.373,208,1436.0,144.85,4.98257869631373,51.38675974038461,0.018408870192307695
E01000764,12.203,0.08,0.069,9.744,-0.6,27.445,14.972,249,1820.0,136.81,4.925875924887054,51.384633578313256,0.009544164658634538
E01000765,7.214,0.051,0.045,5.359,-1.418,20.499,16.56,438,1812.0,241.72,5.4919085156002225,51.376280865296806,0.014595760273972603
E01000766,3.044,0.021,0.031,3.939,-1.817,15.996,12.668,94,1840.0,51.09,3.9529729917571004,51.38014585106382,0.005330031914893617
E01000767,4.764,0.023,0.029,4.277,-1.505,17.297,15.998,130,1616.0,80.45,4.399989335048054,51.37871852307693,0.013247176923076922
E01000768,8.72,0.048,0.048,2.122,-1.153,30.654,14.137,235,1479.0,158.89,5.074486078797329,51.374821076595744,0.008641046808510638
E01000769,23.938,0.098,0.128,10.464,-0.349,32.803,14.269,1190,1401.0,849.39,6.7456950677864445,51.38138972436975,-0.027450628571428572
E01000770,6.02,0.036,0.029,1.008,-1.79,20.137,21.103,270,1496.0,180.48,5.201145454795763,51.401451996296295,-0.023319851851851852
E01000771,5.485,0.02,0.027,2.625,-1.875,15.79,23.885,266,1689.0,157.49,5.065691499844334,51.403759909774436,-0.03287570676691729
E01000772,4.052,0.045,0.025,1.747,-1.48,20.563,13.264,201,1593.0,126.18,4.845603405839261,51.402492268656715,-0.01729918407960199
E01000773,6.474,0.038,0.04,6.264,-1.527,24.617,20.236,172,1608.0,106.97,4.681853410759049,51.39758394186046,-0.033027052325581396
E01000774,9.362,0.057,0.044,10.949,-0.995,20.234,18.585,295,1494.0,197.46,5.290587568486096,51.397624593220335,-0.04025312542372882
E01000775,7.336,0.045,0.032,5.636,-2.264,30.907,16.535,750,2379.0,315.26,5.7565646600951705,51.39230123866667,-0.022211402666666668
E01000777,7.717,0.038,0.034,5.817,-1.165,28.744,21.252,293,1642.0,178.44,5.189840890211953,51.392392645051196,-0.03286031399317406
E01000778,13.162,0.069,0.065,11.41,-0.711,34.908,17.882,377,1633.0,230.86,5.446133741242256,51.3917126259947,-0.04094713793103449
E01000779,15.109,0.086,0.064,8.0,-0.903,19.952,27.105,583,1400.0,416.43,6.034116865562959,51.43710214751286,0.04112230874785591
E01000780,22.669,0.157,0.101,27.179,-0.641,25.556,18.395,597,1607.0,371.5,5.920237037819614,51.43299040703518,0.04613591457286432
E01000781,37.305,0.252,0.16,38.769,0.412,32.388,14.375,423,1613.0,262.24,5.573066163587918,51.429482721040195,0.050133633569739953
E01000782,47.689,0.292,0.221,38.44,0.778,38.35,22.483,694,1514.0,458.39,6.129899522495226,51.42817912103746,0.042968157060518736
E01000783,31.443,0.208,0.125,40.461,0.026,29.262,15.39,425,1594.0,266.62,5.589568063876842,51.42671704,0.04868341882352942
E01000784,10.181,0.068,0.053,6.486,-0.736,20.504,20.624,118,1520.0,77.63,4.364753306003425,51.425566703389826,0.05441230508474577
E01000785,31.622,0.229,0.153,28.8,-0.033,25.988,20.129,825,1595.0,517.24,6.250438455423019,51.42579034787879,0.045882066666666665
E01000786,9.502,0.043,0.056,3.939,-1.154,31.19,9.849,359,1456.0,246.57,5.5116933703031945,51.36759946518105,0.11675569080779943
E01000787,22.391,0.133,0.108,25.004,-0.604,26.887,16.702,309,1484.0,208.22,5.343386329915615,51.37994751132686,0.11467926537216828
E01000788,23.025,0.128,0.084,16.089,-0.85,31.437,31.332,520,1655.0,314.2,5.753207357983724,51.378329834615386,0.10405881923076922
E01000789,36.636,0.287,0.176,39.884,0.031,32.05,12.485,678,1844.0,367.68,5.909929059125464,51.375851746312684,0.12007437315634219
E01000790,13.639,0.079,0.062,4.591,-1.254,26.017,38.34,2483,2346.0,1058.4,6.965457989110426,51.37574057913814,0.09969221586790174
E01000791,9.652,0.053,0.058,10.176,-0.958,24.617,14.228,188,1493.0,125.92,4.843556966714995,51.37464218617022,0.1102338670212766
E01000792,18.856,0.137,0.096,17.167,-0.679,19.423,9.504,353,1509.0,233.93,5.459287597430956,51.37418735694051,0.11920867988668554
E01000793,4.826,0.025,0.03,2.845,-1.042,22.872,14.34,200,1552.0,128.87,4.866533950121999,51.369887645,0.107771615
E01000794,3.686,0.03,0.033,3.434,-1.267,21.631,8.175,94,1536.0,61.2,4.130354999745133,51.36552394680851,0.09999055319148936
E01000795,14.293,0.107,0.086,10.186,-0.456,27.711,10.75,247,1413.0,174.81,5.169403866454698,51.36280335222672,0.11026133198380568
E01000796,30.14,0.239,0.155,22.635,0.013,32.284,14.841,547,1524.0,358.92,5.885881784532917,51.413575782449726,-0.05971070932358318
E01000797,13.477,0.055,0.065,2.98,-0.777,26.769,26.241,697,1582.0,440.58,6.090359204082197,51.41199852941176,-0.04343024677187948
E01000798,42.145,0.281,0.18,33.238,0.281,33.848,32.612,897,1513.0,592.86,6.386643601347646,51.41295984949833,-0.05474995206243032
E01000799,19.434,0.116,0.092,8.123,-0.731,24.677,33.366,1231,1836.0,670.48,6.509484231454214,51.41408781153534,-0.05204325913891145
E01000800,28.064,0.182,0.121,18.249,-0.405,30.856,28.545,691,1650.0,418.79,6.039754586235731,51.41260382489146,-0.06211200723589001
E01000801,18.196,0.115,0.089,13.786,-0.566,26.417,29.681,630,1508.0,417.77,6.037321843192776,51.408754622222226,-0.05630878253968254
E01000802,19.757,0.134,0.08,6.293,-0.62,26.855,43.053,731,1862.0,392.59,5.975309758351282,51.41878870177838,-0.05627612175102599
E01000803,17.243,0.116,0.08,6.858,-0.422,29.781,30.195,340,1585.0,214.51,5.373007312179481,51.42095102352941,-0.05189232647058824
E01000804,8.331,0.05,0.042,2.85,-1.323,21.758,23.168,371,1405.0,264.06,5.579956215452532,51.42040030997305,-0.041019738544474396
E01000805,21.754,0.133,0.074,14.848,-0.346,24.544,43.533,476,1652.0,288.14,5.6669109998802965,51.416305226890756,-0.04836479411764706
E01000806,25.697,0.19,0.105,19.111,-0.114,33.09,28.513,608,1737.0,350.03,5.8608716898989766,51.41640967269736,-0.055480625
E01000807,6.047,0.039,0.039,3.444,-1.405,20.096,22.49,486,1640.0,296.34,5.694876265185204,51.39060449588477,0.0743618024691358
E01000808,7.005,0.051,0.059,3.825,-1.346,23.051,9.942,123,1600.0,76.88,4.3551691805039985,51.38326278048781,0.08596856097560976
E01000809,4.188,0.027,0.031,4.96,-1.492,21.159,11.29,149,1588.0,93.83,4.552085814895636,51.386561953020134,0.066488322147651
E01000810,2.339,0.016,0.019,2.221,-1.94,15.641,10.912,102,1544.0,66.06,4.205587741038083,51.388204529411766,0.08208217647058824
E01000811,5.127,0.031,0.031,4.496,-1.354,19.643,16.52,133,1367.0,97.29,4.587922292578538,51.38466444360902,0.07245897744360902
E01000812,10.196,0.08,0.061,5.542,-1.174,22.711,16.508,208,1595.0,130.41,4.878322206655547,51.38006958173077,0.09823096634615383
E01000813,3.255,0.029,0.031,5.801,-1.54,11.115,11.187,527,1577.0,334.18,5.814667700956727,51.38625383870968,0.074805
E01000814,4.284,0.018,0.02,0.82,-1.908,23.46,12.445,119,1601.0,74.33,4.321878461837604,51.37629607563025,0.0901737731092437
E01000815,2.586,0.012,0.015,2.391,-2.036,17.665,10.944,118,1494.0,78.98,4.381776603418673,51.39206774576271,0.08375346610169492
E01000816,14.081,0.084,0.064,14.048,-1.019,27.108,20.821,446,1516.0,294.2,5.687653092726317,51.424801060538115,0.017077168161434977
E01000818,13.454,0.066,0.057,10.096,-1.383,32.846,17.92,191,1662.0,114.92,4.752900298012427,51.42401431413612,0.026904801047120418
E01000819,26.536,0.194,0.12,16.0,-0.247,32.701,24.467,512,1839.0,278.41,5.632680237163052,51.42019549609375,0.01945069921875
E01000820,21.127,0.138,0.127,6.868,-0.106,22.748,20.864,509,1641.0,310.18,5.740371522886817,51.41462477603144,0.02224962475442043
E01000822,13.278,0.102,0.066,6.928,-0.176,20.774,21.48,278,1595.0,174.29,5.166441745234455,51.41373489208633,0.011424607913669066
E01000823,11.568,0.062,0.056,1.878,-0.773,24.928,20.193,295,1715.0,172.01,5.153349396295431,51.412127149152546,0.020365654237288137
E01000824,15.415,0.105,0.074,3.174,-0.434,25.338,28.484,810,1392.0,581.9,6.368015645051504,51.411037098765426,0.01254531851851852
E01000825,17.0,0.103,0.089,7.188,-0.42,30.078,32.958,400,1655.0,241.69,5.491784908752245,51.409053192500004,0.024408272499999998
E01000826,4.317,0.018,0.021,1.195,-1.599,26.565,14.79,139,1630.0,85.28,4.457597821520956,51.39298475539568,-0.006122021582733813
E01000827,5.195,0.05,0.033,3.404,-1.731,23.338,12.462,235,1782.0,131.87,4.889371206603217,51.39232972340426,0.0043981446808510636
E01000828,10.099,0.07,0.059,2.533,-1.151,30.695,16.56,265,1740.0,152.3,5.0323967858777685,51.4037545509434,0.0010351886792452829
E01000829,6.085,0.049,0.036,3.389,-1.492,24.94,17.134,189,1781.0,106.12,4.673949701382917,51.3988663915344,0.011029751322751323
E01000830,3.748,0.01,0.014,1.158,-1.938,23.713,14.524,143,1629.0,87.78,4.486161399405889,51.39669235664336,-0.006438643356643357
E01000831,8.153,0.068,0.05,1.485,-1.263,28.185,16.522,127,1735.0,73.2,4.3067641501733345,51.398989157480315,0.004125944881889764
E01000832,5.996,0.034,0.034,2.27,-1.399,28.798,12.278,191,1563.0,122.2,4.81380905109942,51.3803947434555,-0.012730984293193717
E01000833,2.759,0.02,0.018,2.366,-1.844,19.925,10.855,169,1469.0,115.04,4.753934959253203,51.389279071005916,-0.002552639053254438
E01000834,4.859,0.035,0.031,4.992,-1.534,23.788,14.13,76,1371.0,55.43,4.033000931981049,51.38372393421053,0.001777657894736842
E01000835,7.308,0.069,0.042,6.224,-1.212,18.217,19.678,572,1752.0,326.48,5.791426984508248,51.37700374125874,-0.018240456293706294
E01000836,5.562,0.031,0.029,4.058,-1.539,28.96,14.583,84,1412.0,59.49,4.102478062118823,51.38129107142857,-0.004003964285714286
E01000837,10.214,0.062,0.069,6.417,-0.59,24.588,12.967,192,1511.0,127.07,4.85257698943798,51.3787235,-0.023984755208333333
E01000838,5.005,0.021,0.035,5.414,-1.125,21.962,12.69,167,1379.0,121.1,4.804840381116659,51.375089940119764,-0.0037741556886227543
E01000839,4.317,0.014,0.021,3.032,-1.659,23.505,13.31,75,1337.0,56.1,4.044804116661965,51.37153721333333,-0.021823253333333334
E01000840,10.385,0.054,0.058,4.215,-0.636,34.857,16.522,141,1519.0,92.82,4.541378052900312,51.37009638297872,-0.012030794326241136
E01000841,4.549,0.035,0.034,5.334,-1.51,17.592,17.421,244,1732.0,140.88,4.954981629905421,51.374791983606556,-0.01330439344262295
E01000842,8.523,0.052,0.043,5.409,-1.457,20.65,28.562,341,1465.0,232.76,5.4542949480023895,51.547088225806455,-0.16771469794721408
