lsoa_code,Index of Multiple Deprivation (IMD) Score,Income Score (rate),Employment Score (rate),"Education, Skills and Training Score",Health Deprivation and Disability Score,Barriers to Housing and Services Score,Living Environment Score,crime_count,population,crime_rate,log_crime_rate,latitude,longitude
E01003937,24.291,0.077,0.038,2.742,0.253,36.742,73.995,1708,1560.0,1094.87,6.99930384733418,51.49765950175644,-0.09782681557377049
E01003938,31.171,0.23,0.125,5.225,0.314,40.609,33.767,433,1874.0,231.06,5.446995958919399,51.499631309468825,-0.08852301154734411
E01003939,20.471,0.116,0.062,4.182,0.253,38.906,37.911,1811,2073.0,873.61,6.773778072711763,51.502029289895084,-0.0904560358917725
E01003940,33.392,0.276,0.147,10.543,0.241,36.359,29.572,995,1541.0,645.68,6.4718515817334055,51.49833497286432,-0.08596044522613065
E01003941,18.245,0.106,0.056,4.169,-0.159,33.441,35.297,889,1936.0,459.19,6.131639447682426,51.49648767266592,-0.08333863779527559
E01003942,31.341,0.21,0.137,9.315,0.622,31.956,31.947,570,1992.0,286.14,5.659969901699548,51.4959646508772,-0.08896023859649123
E01003943,40.136,0.261,0.168,13.485,0.437,35.253,34.588,856,1486.0,576.04,6.357911588195417,51.496242775700935,-0.09607999065420561
E01003945,16.412,0.078,0.06,2.872,-0.424,35.889,26.89,398,1757.0,226.52,5.427238146614876,51.43528751507537,-0.06973287688442212
E01003946,17.006,0.088,0.071,5.69,-0.416,26.207,29.238,301,1822.0,165.2,5.113191882421348,51.42915982724252,-0.08308664119601329
E01003947,36.138,0.304,0.172,14.764,0.789,32.183,18.156,360,1585.0,227.13,5.429915641904784,51.430483852777776,-0.08152849444444445
E01003948,17.282,0.102,0.07,1.478,-0.149,31.421,25.689,364,1707.0,213.24,5.367096881942863,51.42498703296703,-0.07835383241758241
E01003949,17.081,0.102,0.077,3.34,-0.07,30.99,31.212,406,1863.0,217.93,5.3887520440192445,51.44409334482758,-0.06614511822660098
E01003950,27.465,0.189,0.136,13.64,0.05,35.402,28.259,428,1967.0,217.59,5.387197829041911,51.44606327336449,-0.06862652336448598
E01003951,16.049,0.066,0.068,3.472,-0.231,32.123,29.837,530,1416.0,374.29,5.927699060435595,51.43705376226415,-0.0882304886792453
E01003952,15.594,0.092,0.067,2.382,-0.25,21.868,40.028,772,1651.0,467.6,6.149749526073696,51.45832073445596,-0.07574736010362694
E01003953,18.641,0.096,0.072,3.412,0.208,26.245,42.774,823,2052.0,401.07,5.9966262028134985,51.45992469015796,-0.07658551640340218
E01003954,17.262,0.095,0.062,3.266,0.066,20.635,48.744,172,1635.0,105.2,4.665324108807838,51.45573105232558,-0.07369139534883722
E01003955,18.283,0.107,0.088,4.941,0.329,23.255,32.832,353,1872.0,188.57,5.244758349453473,51.455034201133145,-0.06941592634560906
E01003956,11.825,0.077,0.054,1.517,-0.332,19.639,36.064,272,1841.0,147.75,5.002267044425739,51.452876518382354,-0.07504187500000001
E01003957,14.122,0.092,0.061,4.522,-0.119,22.651,33.227,254,1800.0,141.11,4.95660140560377,51.45205598425197,-0.06822571653543308
E01003958,16.322,0.098,0.073,4.732,-0.126,22.851,39.12,549,2017.0,272.19,5.610167523805638,51.44934778688525,-0.07354666302367942
E01003960,27.356,0.145,0.079,6.356,0.159,37.546,54.416,691,2110.0,327.49,5.794506396061012,51.49272534732272,-0.08684026628075253
E01003961,37.844,0.251,0.163,17.708,0.634,32.67,41.67,1509,2007.0,751.87,6.623892570133132,51.49112283565275,-0.08553168522200133
E01003963,39.212,0.278,0.177,19.56,0.575,34.463,32.215,397,1679.0,236.45,5.469957074995131,51.48893699244332,-0.09341963979848868
E01003966,33.346,0.206,0.115,17.675,0.495,34.016,41.698,823,2156.0,381.73,5.947329779743404,51.48865217861482,-0.07962257958687727
E01003969,24.1,0.144,0.072,11.008,-0.318,31.786,48.16,1420,2433.0,583.64,6.3709962731896415,51.48287573098592,-0.09205655281690141
E01003971,50.411,0.382,0.188,20.119,0.541,36.101,43.392,475,1371.0,346.46,5.850649550465754,51.48741910526316,-0.08266162105263158
E01003972,27.729,0.179,0.098,13.028,0.232,35.443,40.759,591,1365.0,432.97,6.072975407287239,51.488547321489,-0.0883761421319797
E01003973,29.812,0.192,0.11,20.795,0.323,33.478,33.971,1110,1702.0,652.17,6.481837432301244,51.48751201891892,-0.09314984054054054
E01003975,31.043,0.228,0.129,19.349,0.095,36.194,26.662,631,1780.0,354.49,5.873497119452439,51.496966923930266,-0.07314116323296355
E01003976,30.428,0.177,0.091,13.23,0.515,33.763,52.997,996,2338.0,426.01,6.056807432158147,51.498594317269074,-0.07781403313253012
E01003977,27.452,0.17,0.116,17.339,0.359,33.518,33.045,482,1865.0,258.45,5.558564005813748,51.49403495020747,-0.06950108713692946
E01003979,29.514,0.166,0.107,11.408,0.887,35.049,34.892,1685,2093.0,805.06,6.692158181423328,51.494749138278934,-0.08073421424332344
E01003980,32.853,0.205,0.135,14.805,0.77,30.65,40.796,1186,1986.0,597.18,6.393891712002695,51.49130055986509,-0.07796334569983136
E01003981,26.493,0.107,0.067,15.97,0.599,37.749,41.484,3037,1564.0,1316.1433999999997,7.183220579642747,51.50379784820547,-0.08690339051695752
E01003983,31.14,0.233,0.146,23.385,-0.192,34.01,29.661,399,1959.0,203.68,5.321447783936891,51.4796870150376,-0.06720750877192982
E01003984,35.23,0.227,0.123,10.657,0.454,35.85,39.904,586,2336.0,250.86,5.528873377577701,51.47815660750853,-0.05844983788395904
E01003986,38.146,0.273,0.171,34.611,0.389,30.513,23.747,725,1530.0,473.86,6.163020023749096,51.489562197241376,-0.053036191724137934
E01003987,34.241,0.258,0.154,26.706,0.482,34.958,20.671,446,1849.0,241.21,5.489805118458235,51.48623318161435,-0.05713747085201794
E01003988,31.655,0.189,0.121,21.86,-0.041,39.137,42.307,1397,2019.0,691.93,6.540928983987029,51.48116562634217,-0.05848694846098783
E01003989,28.863,0.214,0.115,17.791,-0.35,37.834,26.611,800,2269.0,352.58,5.868109768077877,51.4832167075,-0.06502212125
E01003990,31.077,0.253,0.145,13.575,0.177,35.018,23.808,782,2295.0,340.74,5.834050214020127,51.48063436445013,-0.07037231969309463
E01003991,39.26,0.29,0.154,23.485,0.824,33.241,31.77,261,1315.0,198.48,5.295713980677922,51.48301350191571,-0.09900750957854405
E01003992,32.416,0.243,0.144,19.424,0.25,37.415,26.879,549,1599.0,343.34,5.841629541348326,51.4834888014572,-0.10463870127504553
E01003993,28.38,0.198,0.121,13.273,0.236,38.584,30.445,268,1981.0,135.29,4.914784968439421,51.480674037313435,-0.10445019402985074
E01003994,35.666,0.222,0.136,18.277,0.538,36.21,31.774,2232,1883.0,1185.34,7.078628216382349,51.48774132885305,-0.09703423073476702
E01003995,35.076,0.206,0.16,11.389,0.887,31.646,38.298,619,1368.0,452.49,6.116973218595422,51.48951982714055,-0.10089372213247173
E01003997,30.268,0.192,0.108,7.146,0.18,32.028,45.064,465,1267.0,367.01,5.90811011171277,51.48536378924731,-0.09679585161290323
E01003998,25.146,0.123,0.098,8.21,0.321,30.821,53.15,478,1363.0,350.7,5.862778539479937,51.48747026987448,-0.1055756820083682
E01003999,24.487,0.166,0.098,12.192,-0.017,35.52,30.433,406,1432.0,283.52,5.650803549865314,51.48528651970443,-0.10336013793103449
E01004000,27.983,0.183,0.13,15.492,0.2,32.427,34.428,328,1911.0,171.64,5.151208501509824,51.46717199390243,-0.053464161585365856
E01004001,35.784,0.248,0.17,18.793,0.802,37.094,21.859,505,1776.0,284.35,5.653716496982717,51.4644914,-0.05678654653465347
E01004002,17.58,0.084,0.083,7.079,-0.279,26.163,39.368,238,1662.0,143.2,4.971201224850849,51.462340340336134,-0.04786282773109244
E01004003,35.58,0.236,0.168,15.478,0.595,37.749,25.343,906,1801.0,503.05,6.222675469499951,51.476697859823396,-0.05495897902869758
E01004004,31.644,0.197,0.125,13.897,0.577,36.722,34.319,838,2533.0,330.83,5.804622789582273,51.473224219570405,-0.05569754176610978
E01004005,45.149,0.282,0.2,16.715,1.141,38.99,37.061,1029,2299.0,447.59,6.106109330263862,51.472761052478134,-0.06048323032069971
E01004006,26.449,0.144,0.087,11.992,0.248,34.334,47.09,329,1831.0,179.68,5.1967275107864035,51.46992829787234,-0.05717731003039513
E01004007,39.431,0.335,0.178,14.248,0.459,34.609,22.579,516,1448.0,356.35,5.878715693665988,51.47880025193798,-0.0734164554263566
E01004008,34.841,0.246,0.155,14.739,0.245,32.65,36.108,585,2082.0,280.98,5.641836146437215,51.47609011111111,-0.06750718461538462
E01004010,32.313,0.205,0.111,18.193,-0.016,35.286,34.002,981,1540.0,637.01,6.458353957203146,51.47488874006117,-0.0703309367991845
E01004011,30.983,0.23,0.13,12.577,0.208,40.353,30.023,741,2025.0,365.93,5.905171094167382,51.47745245614035,-0.07828768151147099
E01004012,27.301,0.195,0.113,10.62,0.008,42.504,26.796,565,2341.0,241.35,5.490382962291385,51.480679854867255,-0.08110349026548673
E01004013,39.137,0.28,0.176,12.777,0.599,39.43,26.443,396,1685.0,235.01,5.463874177009261,51.47565536616162,-0.07500680808080808
E01004014,33.895,0.26,0.148,12.598,0.534,43.638,22.491,619,2189.0,282.78,5.648199290079167,51.48070825040388,-0.07513002746365105
E01004015,22.806,0.099,0.066,2.501,0.413,25.735,43.178,443,1694.0,261.51,5.570289176544168,51.45740762076749,-0.0628405598194131
E01004016,20.176,0.133,0.096,7.803,-0.062,29.3,31.092,420,2547.0,164.9,5.111385197196399,51.45679239285714,-0.04901789047619047
E01004017,15.612,0.099,0.073,2.626,-0.114,24.015,34.886,211,1643.0,128.42,4.86306292962912,51.45217997630332,-0.05625752132701421
E01004018,11.302,0.068,0.05,1.533,-0.472,19.359,39.832,423,1855.0,228.03,5.433852999340729,51.45161660283687,-0.06294332151300236
E01004019,24.043,0.193,0.115,7.823,0.027,34.424,22.796,331,2070.0,159.9,5.080783053998338,51.46219428096676,-0.0605764743202417
E01004020,28.028,0.226,0.125,12.044,-0.107,42.951,20.253,307,1726.0,177.87,5.186659285005154,51.45933416612378,-0.055570765472312704
E01004021,14.812,0.095,0.066,4.897,-0.364,28.391,32.002,704,2086.0,337.49,5.824494549818464,51.46074049857955,-0.06898632244318183
E01004023,28.547,0.177,0.101,14.507,0.305,30.797,32.803,1274,1578.0,807.35,6.694995133047615,51.49853760989011,-0.06309708006279434
E01004024,31.179,0.202,0.115,19.938,0.949,32.592,23.803,575,2009.0,286.21,5.660213655509408,51.49422199304348,-0.05969777739130435
E01004028,26.416,0.184,0.106,10.965,0.482,34.533,22.089,871,2328.0,374.14,5.927299289632195,51.499027010332945,-0.07069897359357061
E01004029,12.382,0.083,0.042,4.385,-0.316,29.316,27.717,361,2008.0,179.78,5.1972808223702645,51.501250595567875,-0.04821474515235457
E01004030,24.934,0.163,0.104,14.561,0.123,32.737,28.547,464,1500.0,309.33,5.73763624741271,51.501027875,-0.05301184267241379
E01004031,25.963,0.146,0.079,7.547,-0.058,35.014,39.938,2419,2624.0,921.88,6.827499215216475,51.49575836874742,-0.04888026415874328
E01004032,8.261,0.023,0.017,3.855,-0.615,30.064,27.24,484,1496.0,323.53,5.782377981793872,51.50018336363636,-0.04467500826446281
E01004033,27.067,0.191,0.102,9.924,-0.033,33.452,31.59,939,2411.0,389.46,5.967325531254656,51.498919975505856,-0.050885225772097975
E01004034,25.711,0.177,0.1,18.381,0.046,34.624,28.872,622,1564.0,397.7,5.988209254387309,51.49754010771704,-0.05907074919614147
E01004035,36.203,0.207,0.129,16.664,1.266,32.997,26.578,578,1500.0,385.33,5.956691926506723,51.49231280795848,-0.05553721799307959
E01004036,31.501,0.226,0.13,17.649,0.253,34.409,34.413,735,2115.0,347.52,5.853695617363086,51.49174906258503,-0.04691886802721089
E01004037,25.892,0.171,0.095,7.945,0.226,38.868,31.481,489,2002.0,244.26,5.50231887233388,51.489455781186095,-0.059393400817995906
E01004038,22.29,0.151,0.085,9.776,-0.209,38.341,25.293,735,2435.0,301.85,5.713237633426957,51.48702665986394,-0.0647246163265306
E01004039,22.583,0.115,0.068,9.849,-0.321,36.574,47.313,325,1605.0,202.49,5.315616863626098,51.489579169230765,-0.07332794769230769
E01004040,39.89,0.264,0.166,15.395,0.489,40.253,38.478,1370,1888.0,725.64,6.588431169193958,51.4878673270073,-0.07379593649635037
E01004041,27.397,0.159,0.101,14.781,-0.031,38.977,32.887,562,1601.0,351.03,5.863716399239187,51.48817101245552,-0.06907724199288257
E01004042,45.391,0.306,0.183,28.243,0.94,32.836,29.421,1021,2006.0,508.97,6.234351900458788,51.49192958863859,-0.06329527032321254
E01004043,26.395,0.132,0.1,22.029,0.209,31.583,31.806,552,1322.0,417.55,6.036796357106065,51.49167772826087,-0.06733723731884059
E01004044,31.112,0.207,0.142,19.76,0.454,32.704,31.86,223,1425.0,156.49,5.05936196418649,51.49113965470851,-0.07175727354260089
E01004045,27.322,0.217,0.14,13.924,0.076,35.855,22.143,421,1584.0,265.78,5.586424348712898,51.46369659144893,-0.08056965320665083
E01004046,17.334,0.101,0.074,4.344,-0.097,24.315,36.507,266,1516.0,175.46,5.173094221793959,51.46315805639098,-0.07406227819548872
E01004047,24.36,0.188,0.109,16.123,0.118,32.689,25.206,212,1594.0,133.0,4.897839799950911,51.461336641509426,-0.09010032075471698
E01004048,20.516,0.133,0.08,7.763,-0.137,27.522,40.908,562,1599.0,351.47,5.864965512247591,51.46123768327402,-0.08526187544483986
E01004049,16.687,0.115,0.057,13.288,-0.304,35.549,24.9,257,1274.0,201.73,5.311875044480103,51.463861357976654,-0.08485332295719844
E01004050,14.511,0.058,0.033,1.077,-0.765,33.101,48.538,240,1436.0,167.13,5.124737489690837,51.46800552083333,-0.08259631666666666
E01004051,9.731,0.045,0.025,6.254,-0.228,26.904,28.163,506,1262.0,400.95,5.99632770277397,51.467429503952566,-0.08942773913043478
E01004052,15.763,0.087,0.071,3.077,-0.414,28.71,32.355,563,1826.0,308.32,5.734376339740835,51.46349211012433,-0.07827825577264654
E01004053,8.683,0.042,0.031,4.405,-0.249,28.561,20.77,385,1871.0,205.77,5.331607064412679,51.504475072727274,-0.04436168571428572
E01004054,8.354,0.036,0.019,0.871,-0.41,32.687,22.51,488,1559.0,313.02,5.749456678147376,51.50662122336066,-0.03949954508196721
E01004055,38.922,0.229,0.168,28.213,0.443,46.772,23.38,212,1272.0,166.67,5.121997761949716,51.50464727830189,-0.04054557075471698
E01004056,19.671,0.13,0.084,8.358,0.039,31.894,23.148,456,2391.0,190.72,5.25603597429143,51.501152771929824,-0.03416111403508772
E01004057,21.669,0.142,0.082,10.985,0.11,31.778,19.329,696,2200.0,316.36,5.760036776206075,51.498564984195404,-0.038756375
E01004058,8.41,0.024,0.009,0.721,-0.678,28.683,27.947,369,1709.0,215.92,5.3795286219728595,51.494860422764226,-0.03460024390243903
E01004059,17.254,0.032,0.017,7.598,-0.088,30.646,43.357,545,2107.0,258.66,5.559373082932107,51.49493969357798,-0.041832211009174315
E01004060,31.991,0.179,0.099,17.385,0.592,36.429,54.839,602,1969.0,305.74,5.726000483222633,51.49227190033223,-0.041609154485049836
E01004061,21.531,0.101,0.069,5.808,-0.205,28.903,36.312,520,1616.0,321.78,5.776970976607676,51.46944279615384,-0.07250687307692308
E01004062,29.363,0.183,0.093,14.193,0.372,35.77,34.071,1268,2153.0,588.95,6.380037787545929,51.46731501025236,-0.06682238643533123
E01004063,27.404,0.148,0.095,2.314,0.634,27.453,35.605,969,1896.0,511.08,6.238480862833748,51.467681198142415,-0.07028277915376677
E01004064,30.525,0.207,0.12,15.923,0.338,32.388,30.553,534,1902.0,280.76,5.641055644747896,51.464716610486896,-0.06216153183520599
E01004065,19.287,0.11,0.08,3.271,0.25,23.483,38.838,392,1443.0,271.66,5.608225597757984,51.46380117602041,-0.07076430612244898
E01004066,23.913,0.166,0.114,8.408,-0.199,31.99,28.97,723,2321.0,311.5,5.744604469176457,51.47335763070539,-0.07646357814661134
E01004067,35.543,0.19,0.107,12.991,-0.067,38.682,48.747,4761,2242.0,1316.1433999999997,7.183220579642747,51.47244856269691,-0.06934899369880278
E01004068,34.366,0.232,0.165,15.102,0.555,33.792,26.605,884,1906.0,463.8,6.141607205537701,51.46743212217194,-0.060620526018099544
E01004069,9.326,0.019,0.016,1.14,-1.205,14.718,35.648,394,1365.0,288.64,5.6686387725206195,51.44654662182741,-0.08748910152284264
E01004070,13.134,0.095,0.061,1.005,-0.519,23.724,32.3,500,1920.0,260.42,5.566128309357405,51.456098588,-0.090416912
E01004071,18.227,0.15,0.081,5.249,0.058,26.762,28.221,436,1555.0,280.39,5.6397416074461475,51.45683105504587,-0.08125282568807339
E01004072,9.199,0.051,0.043,1.335,-1.003,16.737,35.425,246,1655.0,148.64,5.0082324094799455,51.453237943089434,-0.07889868292682926
E01004073,8.556,0.061,0.034,0.696,-0.922,17.929,35.61,244,1835.0,132.97,4.8976158942888945,51.45439363934426,-0.09449381967213116
E01004074,9.778,0.043,0.028,0.251,-1.161,15.689,42.925,626,1765.0,354.67,5.874003334660954,51.45150389456869,-0.0985594696485623
E01004075,8.625,0.019,0.02,0.232,-1.3,11.476,41.649,454,1710.0,265.5,5.585374243605899,51.44889441409691,-0.08106911674008811
E01004076,18.319,0.117,0.082,14.066,-0.463,35.389,21.95,1047,1636.0,639.98,6.462998255185851,51.378595429799425,-0.13625346322827125
E01004077,13.521,0.079,0.056,14.319,-0.473,26.267,19.457,371,1621.0,228.87,5.4375139317363255,51.369098242587604,-0.13211788948787062
E01004078,15.61,0.099,0.065,15.636,-0.32,29.334,23.049,512,1749.0,292.74,5.682695022325716,51.37149393164062,-0.1309430234375
E01004079,8.556,0.04,0.046,5.759,-0.958,20.593,19.438,164,1368.0,119.88,4.794798317964484,51.36604725609756,-0.13848626829268293
E01004080,9.86,0.058,0.055,7.212,-0.952,27.212,13.868,137,1408.0,97.3,4.5880240271531205,51.36702080291971,-0.126502102189781
E01004081,12.414,0.085,0.068,11.397,-0.356,22.259,22.579,223,1727.0,129.13,4.868533950788666,51.362694493273544,-0.13400825560538115
E01004082,5.317,0.046,0.04,8.315,-1.253,11.688,16.078,201,1369.0,146.82,4.995995317356741,51.362851960199,-0.12611148756218907
E01004083,44.327,0.308,0.22,45.655,0.912,28.144,7.956,295,1505.0,196.01,5.283254488870991,51.35232410169492,-0.13093533898305085
E01004084,5.77,0.041,0.033,2.379,-1.337,27.498,12.439,177,1447.0,122.32,4.8147826030179495,51.34604493220339,-0.14269461581920903
E01004085,8.478,0.041,0.046,3.49,-1.278,35.131,7.008,181,1640.0,110.37,4.712857991405009,51.34870123756906,-0.13162755801104972
E01004086,15.277,0.117,0.072,11.867,-0.498,20.33,16.192,487,2017.0,241.45,5.490795503551361,51.359225767967146,-0.13258930800821356
E01004087,5.727,0.046,0.044,3.212,-0.989,18.832,10.029,160,1593.0,100.44,4.6194674906889155,51.353926618749995,-0.13966989999999999
E01004088,43.226,0.297,0.215,51.742,0.541,28.175,6.376,933,1947.0,479.2,6.174202683787152,51.355385329046086,-0.1273732400857449
E01004089,35.547,0.216,0.18,30.601,1.045,33.497,9.212,974,1391.0,700.22,6.552821675173121,51.35398780184804,-0.13366040349075975
E01004090,34.411,0.244,0.184,34.644,0.348,34.543,17.064,405,1379.0,293.69,5.685923956354888,51.347822338271605,-0.19593224444444443
E01004091,4.563,0.031,0.034,2.737,-1.347,28.383,6.076,117,1278.0,91.55,4.527749039019507,51.343891017094016,-0.18670427350427352
E01004092,7.536,0.026,0.033,1.291,-1.57,30.956,19.58,145,1475.0,98.31,4.598246270915268,51.34955535172414,-0.18820444137931033
E01004093,5.418,0.037,0.04,1.38,-1.14,23.636,10.748,205,1715.0,119.53,4.791898684600252,51.34810522439024,-0.20157556585365854
E01004094,4.481,0.041,0.037,3.488,-0.86,15.149,14.918,296,1840.0,160.87,5.086793543945869,51.34348930405406,-0.19876494256756758
E01004095,5.625,0.028,0.049,1.145,-0.968,22.791,18.01,166,1521.0,109.14,4.7017522838343355,51.353203048192775,-0.2046411265060241
E01004096,18.894,0.115,0.077,8.169,-0.262,33.988,37.444,150,1602.0,93.63,4.549974550520141,51.35154529333334,-0.19230386666666668
E01004097,4.804,0.047,0.035,3.106,-1.175,14.893,14.435,182,1587.0,114.68,4.750827758410455,51.361174763736265,-0.17296053296703295
E01004098,5.989,0.06,0.031,3.139,-0.788,13.298,20.263,164,1275.0,128.63,4.864684238611951,51.360272475609754,-0.16793823780487804
E01004099,21.103,0.16,0.101,8.274,0.134,20.511,25.272,838,1631.0,513.8,6.243778475721972,51.36724618615752,-0.16147965035799522
E01004100,7.356,0.067,0.049,5.087,-1.158,12.642,18.341,294,1504.0,195.48,5.280560644958777,51.364379282312925,-0.17237810204081633
E01004101,4.687,0.035,0.03,6.694,-1.265,13.44,19.321,136,1433.0,94.91,4.563410251739859,51.36845172794118,-0.1776505661764706
E01004102,10.815,0.052,0.077,5.847,-0.586,16.597,18.436,435,1512.0,287.7,5.665388086668889,51.363959668965514,-0.16223613103448276
E01004103,8.235,0.063,0.044,5.149,-0.79,18.896,27.762,257,1788.0,143.74,4.974939029437982,51.36553077431906,-0.17909741245136188
E01004104,4.084,0.032,0.032,3.046,-1.418,13.273,20.449,283,1545.0,183.17,5.215859244107515,51.356387593639575,-0.1631301519434629
E01004105,5.081,0.053,0.048,2.522,-1.359,12.324,14.377,196,1855.0,105.66,4.669646205172456,51.354181234693876,-0.17079012244897962
E01004106,3.091,0.019,0.026,1.101,-1.738,20.481,10.302,213,1570.0,135.67,4.917569260976709,51.34777596713615,-0.1747073192488263
E01004107,12.514,0.098,0.078,10.209,-0.37,18.756,16.84,250,1587.0,157.53,5.065943849855136,51.352983608,-0.16254311200000002
E01004108,13.133,0.069,0.049,9.547,-0.606,32.819,18.97,351,1949.0,180.09,5.198994145253251,51.34407384900285,-0.16355019373219373
E01004109,14.737,0.124,0.096,14.635,-0.36,18.359,9.98,282,1728.0,163.19,5.1010242938239365,51.32541966312057,-0.15569072695035463
E01004110,9.204,0.073,0.057,5.648,-0.834,18.917,24.763,472,1968.0,239.84,5.484132812596247,51.358111879237285,-0.21499959322033899
E01004111,10.447,0.074,0.055,5.606,-0.092,17.028,17.593,519,1710.0,303.51,5.718703927333203,51.361986533718685,-0.2194173429672447
E01004112,2.793,0.027,0.027,0.792,-1.353,15.31,9.314,133,1647.0,80.75,4.403665809777363,51.35352940601504,-0.2178136090225564
E01004114,4.659,0.023,0.019,2.149,-1.495,31.169,7.35,128,1748.0,73.23,4.307168381129456,51.3381726796875,-0.213435078125
E01004115,6.163,0.051,0.032,9.726,-1.37,19.179,15.781,198,1831.0,108.14,4.6926314617580855,51.36789010606061,-0.21499427272727273
E01004116,6.392,0.066,0.041,6.146,-0.926,15.673,12.422,297,1602.0,185.39,5.227841252743712,51.36958748148148,-0.23125171717171716
E01004117,4.051,0.02,0.024,9.254,-0.952,15.622,15.067,61,1442.0,42.3,3.768152635008444,51.36930326229508,-0.24093588524590165
E01004118,9.787,0.074,0.053,9.409,-0.44,17.149,18.628,660,1784.0,369.96,5.916094240083205,51.37120130151515,-0.22513501515151516
E01004119,9.583,0.039,0.036,16.685,-0.758,16.832,19.666,282,1469.0,191.97,5.262534736408265,51.37334601063829,-0.22110528368794324
E01004120,4.752,0.032,0.035,8.556,-1.369,12.041,15.254,166,1578.0,105.2,4.665324108807838,51.36660972289157,-0.22749558433734937
E01004121,8.307,0.068,0.047,5.502,-0.907,16.945,17.707,431,1580.0,272.78,5.612324864167366,51.37696343387471,-0.24213291647331786
E01004122,5.319,0.035,0.042,3.701,-0.793,15.803,16.826,112,1391.0,80.52,4.400848388914469,51.373771035714284,-0.2369608125
E01004123,28.156,0.154,0.102,20.585,-0.064,29.228,49.851,998,2297.0,434.48,6.076448871012979,51.38323269338677,-0.18702286172344687
E01004124,23.237,0.166,0.12,30.821,-0.31,25.683,25.225,310,1986.0,156.09,5.056818889511848,51.383991532258065,-0.19674742258064515
E01004125,31.639,0.199,0.127,29.156,0.262,27.24,35.243,551,1566.0,351.85,5.86604303744684,51.38268720689655,-0.1755123666061706
E01004126,31.361,0.214,0.13,33.937,0.076,27.779,29.349,301,1581.0,190.39,5.254313231049982,51.38098989368771,-0.17698925249169434
E01004127,19.777,0.105,0.086,23.379,-0.03,24.78,26.052,393,1869.0,210.27,5.3531369363121435,51.378379541984735,-0.1748740814249364
E01004128,23.682,0.154,0.116,27.294,0.179,28.19,26.595,659,1460.0,451.37,6.114500429045814,51.3796120986343,-0.18291952503793626
E01004129,34.12,0.217,0.141,38.661,0.404,31.172,31.093,522,1874.0,278.55,5.633181167472654,51.38637454597701,-0.18763585440613026
E01004130,10.222,0.068,0.045,11.797,-0.798,20.963,22.569,724,1810.0,400.0,5.993961427306569,51.37655425414365,-0.206010091160221
E01004131,11.154,0.068,0.058,13.294,-0.401,20.99,22.861,235,1959.0,119.96,4.795459912431223,51.378008251063825,-0.21783720425531916
E01004132,6.647,0.038,0.026,12.645,-1.13,18.399,19.344,98,1508.0,64.99,4.18950321539533,51.37374316326531,-0.2185358775510204
E01004133,6.482,0.043,0.032,13.233,-0.906,16.574,18.95,102,1599.0,63.79,4.171151270461865,51.372481745098035,-0.21346554901960782
E01004134,11.832,0.079,0.061,12.89,-0.617,16.572,28.225,495,1683.0,294.12,5.68738205328842,51.3847470989899,-0.21113069494949493
E01004135,7.552,0.047,0.042,16.059,-0.828,13.439,13.811,145,1448.0,100.14,4.616505695651837,51.38341249655173,-0.20364536551724138
E01004136,8.396,0.052,0.053,13.01,-0.69,15.581,17.536,200,1540.0,129.87,4.87420446406739,51.380068525,-0.213995335
E01004137,16.018,0.089,0.063,3.72,-0.238,21.855,32.141,1073,3142.0,341.5,5.83627165770228,51.36475100931966,-0.19066996738117428
E01004138,14.166,0.093,0.064,13.35,-0.614,21.292,34.544,403,1841.0,218.9,5.393172897560715,51.366406441687346,-0.18482106203473947
E01004139,9.611,0.064,0.051,5.8,-0.665,19.168,25.654,343,1505.0,227.91,5.433328913203914,51.36296020116618,-0.18312555976676384
E01004140,33.998,0.215,0.141,21.768,0.929,32.369,32.096,750,1838.0,408.05,6.0138373979597075,51.368212103999994,-0.19292045066666666
E01004141,21.087,0.165,0.11,12.102,-0.071,24.97,16.537,356,1754.0,202.96,5.317923896186955,51.36844692977528,-0.1878954691011236
E01004143,11.79,0.084,0.056,7.03,-0.604,20.335,31.699,179,1460.0,122.6,4.817050545023591,51.366008217877095,-0.20039898324022345
E01004144,8.77,0.064,0.044,6.167,-1.034,22.126,20.939,318,1807.0,175.98,5.176036731839204,51.37725941194969,-0.19138105660377358
E01004145,12.273,0.088,0.054,10.959,-0.77,23.229,22.927,451,2364.0,190.78,5.256348881725535,51.37705737915743,-0.1986400776053215
E01004146,12.483,0.072,0.058,9.718,-0.528,23.837,30.821,291,1943.0,149.77,5.0157554967908276,51.37146517869416,-0.1965318144329897
E01004147,9.428,0.065,0.053,9.202,-0.47,19.537,15.85,137,1584.0,86.49,4.471524501118173,51.37497010948905,-0.18485694890510948
E01004148,23.361,0.18,0.106,20.282,-0.403,31.138,25.836,733,1832.0,400.11,5.994235703903768,51.37045927694406,-0.20059424965893588
E01004149,9.979,0.062,0.054,9.861,-0.592,21.336,21.527,288,1832.0,157.21,5.063923264460972,51.37143038888889,-0.18931207291666666
E01004150,21.634,0.165,0.108,9.976,0.181,30.08,22.771,465,2002.0,232.27,5.4521965809604644,51.35795445376343,-0.18734925161290322
E01004151,14.853,0.074,0.069,4.743,0.2,32.279,22.345,254,1901.0,133.61,4.9023817086560015,51.35816568503937,-0.1830866062992126
E01004152,14.903,0.112,0.062,10.498,-0.335,25.284,27.279,666,1775.0,375.21,5.930147498119174,51.3578353978979,-0.19184083183183184
